Belegnummer;Auftragsart;Belegdatum;Kunde;Profitcenter;Empfänger;Wiedervorlage;Vertragsnummer;Vertragsdatum;Abnahmeverpfl;Preisgültigkeit;Kostenträger;Bestellung;Bestelldatum;gültig ab;gültig bis;Sachbearbeiter;Lagerort;Dispobereich;Verteilergruppe;Formularnummer;Anzahl Formulare;Sprache;Währung;Kommissionsnummer;Lieferbedingung;Zahlungsziel;Fracht skontofähig;Versandart;Geschäftsart;Preisliste;Rabattgruppe;Kopftext1;Kopftext2;Kopftext3;Kopftext4;Bemerkung1;Bemerkung2;Bemerkung3;Lieferadresse;Rechnungsadresse;steuerfrei;steuerfrei bestät;SteuerID Empfänger;Versendung;Umweltabgabe;SdI-Zahlungsart;Bollobetrag;Bollo virtuell;Dokumententyp;Steuer verspätet;Steuer Vormonat;zus Regeln1;zus Regeln2;zus Regeln3;zus Regeln4;zus Regeln5;zus Regeln6;Fracht steuerfrei1;Fracht steuerfrei2;Fracht steuerfrei3;Fracht steuerfrei4;Fracht steuerfrei5;Fracht steuerfrei6;Nexus;Zuschlag steuerpfl1;Zuschlag steuerpfl2;Zuschlag steuerpfl3;Zuschlag steuerpfl4;Zuschlag steuerpfl5;Steuerbetrag1;Steuerbetrag2;Steuerbetrag3;Steuerbetrag4;Steuerbetrag5;Steuerbetrag6;Steuerbetrag7;Steuerbetrag8;Steuerbetrag9;Steuerbetrag10;Steuerbetrag11;Steuertyp;Steuersatz1;Steuersatz2;Steuersatz3;Steuersatz4;Steuersatz5;Steuersatz6;Kommissionierzeit;ZE KommZeit;Dispofreigabe;Übern Preise RAPos
0;;today;0;;;?;;?;?;today;;;?;today;?;;?;0;;0;1;D;0;;0;0;no;0;11;;;;;;;;;;0;0;no;no;;no;no;0;0;yes;0;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;no;0
Column;Column Name;Description / Remark;Location in proALPHA;Data Type;Format
22;Anzahl Formulare;Number of Forms;V_BelegKopf.FormularAnzahl;INTEGER;9;
23;Sprache;Language;V_BelegKopf.Sprache;CHARACTER;x(3);
24;Währung;Currency;V_BelegKopf.Waehrung;INTEGER;zz9;
25;Kommissionsnummer;CRO Number;V_BelegKopf.MMM_CusRefOrder_ID;CHARACTER;x(16);
26;Lieferbedingung;Terms of Delivery;V_BelegKopf.LieferBedingung;INTEGER;zz9;
27;Zahlungsziel;Credit Terms;V_BelegKopf.ZahlungsZiel;INTEGER;zz9;
28;Fracht skontofähig;Freight Cash Discountable;V_BelegKopf.Fracht_Skontofaehig;LOGICAL;ja/nein;
29;Versandart;Shipping Type;V_BelegKopf.VersandArt;INTEGER;zz9;
30;Geschäftsart;Key Business Category Intrastat;SBM_BusinessCategory.SBM_BusinessCategory_ID;INTEGER;99;
31;Preisliste;Price Group;V_BelegKopf.Preisgruppe;CHARACTER;x(6);
32;Rabattgruppe;Discount Group;V_BelegKopf.Rabattgruppe;CHARACTER;x(6);
33;Kopftext1;Header Text, Line 11;V_BelegKopf.Kopftext;CHARACTER;x(60);
34;Kopftext2;Header Text, Line 12;V_BelegKopf.Kopftext;CHARACTER;x(60);
35;Kopftext3;Header Text, Line 13;V_BelegKopf.Kopftext;CHARACTER;x(60);
36;Kopftext4;Header Text, Line 14;V_BelegKopf.Kopftext;CHARACTER;x(60);
37;Bemerkung1;Remark1;V_BelegKopf.Bemerkung;CHARACTER;x(60);
38;Bemerkung2;Remark2;V_BelegKopf.Bemerkung;CHARACTER;x(60);
39;Bemerkung3;Remark3;V_BelegKopf.Bemerkung;CHARACTER;x(60);
40;Lieferadresse;Ship-To Address;S_LieferAdresse.LieferAdresse;INTEGER;zz9;
41;Rechnungsadresse;Bill-To Address;S_RechnungsAdresse.RechnungsAdresse;INTEGER;zz9;
42;steuerfrei;Tax-Free;V_BelegKopf.steuerfrei;LOGICAL;ja/nein;
43;steuerfrei bestät;Tax-Free Exception;V_BelegKopf.steuerfrei_Ausnahme;LOGICAL;ja/nein;
44;SteuerID Empfänger;Tax Identification Number Recipient;V_BelegKopf.TaxID;CHARACTER;x(20);
45;Versendung;Shipment;V_BelegKopf.Versendung;LOGICAL;ja/nein;
46;Umweltabgabe;Eco Tax;V_BelegKopf.F_EcoTax;LOGICAL;ja  /nein;
47;SdI-Zahlungsart;Italian Payment Modes;V_BelegKopf.I_PaymentMode;INTEGER;z9;
48;Bollobetrag;Bollo Amount Virtual;V_BelegKopf.I_BolloAmount;DECIMAL;z9.99-;
49;Bollo virtuell;Virtual Setup Bollo;V_BelegKopf.I_VirtualBollo;LOGICAL;ja  /nein;
50;Dokumententyp;Document Type;V_BelegKopf.I_DocumentType;INTEGER;z9;
51;Steuer verspätet;Tax Liquidation-Relevant on Payment;V_BelegKopf.I_TaxDelayed;LOGICAL;ja  /nein;
52;Steuer Vormonat;Include Tax Amount in Previous Month;V_BelegKopf.I_TaxPrepaid;LOGICAL;ja  /nein;
53;zus Regeln1;Additional Rules1;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
54;zus Regeln2;Additional Rules2;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
55;zus Regeln3;Additional Rules3;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
56;zus Regeln4;Additional Rules4;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
57;zus Regeln5;Additional Rules5;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
58;zus Regeln6;Additional Rules6;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
59;Fracht steuerfrei1;Freight Tax-Free1;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
60;Fracht steuerfrei2;Freight Tax-Free2;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
61;Fracht steuerfrei3;Freight Tax-Free3;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
62;Fracht steuerfrei4;Freight Tax-Free4;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
63;Fracht steuerfrei5;Freight Tax-Free5;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
64;Fracht steuerfrei6;Freight Tax-Free6;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
65;Nexus;Nexus;V_BelegKopf.USTax_Nexus;LOGICAL;ja/nein;
66;Zuschlag steuerpfl1;Surcharge Taxable1;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
67;Zuschlag steuerpfl2;Surcharge Taxable2;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
68;Zuschlag steuerpfl3;Surcharge Taxable3;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
69;Zuschlag steuerpfl4;Surcharge Taxable4;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
70;Zuschlag steuerpfl5;Surcharge Taxable5;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
71;Steuerbetrag1;Tax Amount1;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
72;Steuerbetrag2;Tax Amount2;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
73;Steuerbetrag3;Tax Amount3;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
74;Steuerbetrag4;Tax Amount4;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
75;Steuerbetrag5;Tax Amount5;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
76;Steuerbetrag6;Tax Amount6;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
77;Steuerbetrag7;Tax Amount7;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
78;Steuerbetrag8;Tax Amount8;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
79;Steuerbetrag9;Tax Amount9;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
80;Steuerbetrag10;Tax Amount10;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
81;Steuerbetrag11;Tax Amount11;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
82;Steuertyp;Tax Type;V_BelegKopf.USTax_TaxCategory;INTEGER;9;
83;Steuersatz1;Tax Rate1;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
84;Steuersatz2;Tax Rate2;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
85;Steuersatz3;Tax Rate3;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
86;Steuersatz4;Tax Rate4;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
87;Steuersatz5;Tax Rate5;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
88;Steuersatz6;Tax Rate6;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
89;Kommissionierzeit;Staging Time;V_BelegKopf.uCI_KommZeit;INTEGER;zzzzz9;
90;ZE KommZeit;Time Unit for Staging Time;V_BelegKopf.uCI_KommZeiteinheit;CHARACTER;9;
91;Dispofreigabe;For MRP;V_BelegKopf.uCE_MRPRelevant;LOGICAL;ja/nein;
92;Übern Preise RAPos;Adopt Prices from Blanket Order Line;V_BelegKopf.uCE_AdoptPricesFromBOPos;INTEGER;9;
